PeakID,Mass,RT,FORMULA,Putative metabolite,confidence,Map,Pathway,PAK-1-0,PAK-2-0,PAK-3-0,PAK-4-0,PAK-5-0,PAK-1-1-C,PAK-2-1-C,PAK-3-1-C,PAK-4-1-C,PAK-5-1-C,PAK-1-1-P,PAK-2-1-P,PAK-3-1-P,PAK-4-1-P,PAK-5-1-P,PAK-1-4-C,PAK-2-4-C,PAK-3-4-C,PAK-4-4-C,PAK-5-4-C,PAK-1-4-P,PAK-2-4-P,PAK-3-4-P,PAK-4-4-P,PAK-5-4-P,PAK-1-24-C,PAK-2-24-C,PAK-3-24-C,PAK-4-24-C,PAK-5-24-C,PAK-1-24-P,PAK-2-24-P,PAK-3-24-P,PAK-4-24-P,PAK-5-24-P,P6-1-0,P6-2-0,P6-3-0,P6-4-0,P6-5-0,P6-1-1-C,P6-2-1-C,P6-3-1-C,P6-4-1-C,P6-5-1-C,P6-1-1-P,P6-2-1-P,P6-3-1-P,P6-4-1-P,P6-5-1-P,P6-1-4-C,P6-2-4-C,P6-3-4-C,P6-4-4-C,P6-5-4-C,P6-1-4-P,P6-2-4-P,P6-3-4-P,P6-4-4-P,P6-5-4-P,P6-1-24-C,P6-2-24-C,P6-3-24-C,P6-4-24-C,P6-5-24-C,P6-1-24-P,P6-2-24-P,P6-3-24-P,P6-4-24-P,P6-5-24-P,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
n2598,757.487265,11.56060555,C40H72NO10P,PS(34:3),6,Lipids: Glycerophospholipids,Glycerophosphoserines,242881.2505,109758.1121,110213.5459,82361.30243,135039.8882,55712.4975,57675.26127,64436.48586,164589.4897,109784.443,48387.20937,63755.40583,115039.7759,138048.575,132549.5706,40501.36845,52167.98907,67842.21559,44075.24435,58982.10985,40986.76649,27363.35445,53988.19171,65734.86855,39316.74808,45084.20526,21155.66838,42275.89905,89079.09267,36711.54925,33863.01361,26841.65984,39616.66088,47239.68903,21866.10904,56001.90472,70363.00654,153531.8727,114632.3554,81960.17144,95025.27508,34270.89763,47168.29223,53357.01597,40795.8038,48990.59513,31660.74614,95367.87433,54283.103,62478.12821,23557.63561,30609.16176,28090.08145,69074.25817,46617.1698,34790.63924,30588.85914,56517.49045,29726.46141,68345.84333,26678.47404,32291.43584,33616.65455,77567.72975,42263.6278,18007.30475,23684.65986,22621.59543,44918.2987,29259.65536,84287.61006,63621.57514,58210.82514,58377.57322,50841.28839,44854.66731,51484.23434,46213.77766
p543,761.5942056,0.709290128,C42H84NO8P,PC(34:0),6,Lipids: Glycerophospholipids,Glycerophosphocholines,2686748.114,4794648.594,4370784.703,5500965.861,4947790.833,4252959.728,4878669.988,3936209.325,3022972.213,4514285.653,5245332.965,6567539.464,2718079.996,4342564.795,5924191.41,3480272.239,3565053.739,4266424.599,2897334.361,4091243.367,5276182.7,5365103.407,3347779.146,2670139.871,7170696.127,2050308.275,2323853.043,2235828.145,1583836.353,1402419.351,2707864.577,2949617.615,3139090.44,2535897.084,2019579.311,5939625.329,4683303.842,4164872.564,5807887.611,5499984.357,4299107.829,4400194.962,5426321.849,4745849.244,5320132.517,4667393.109,5522640.283,5663452.797,5468018.093,5370966.592,4977210.315,3226067.126,5025637.229,3646799.439,4244671.615,3875480.36,3629584.042,4013159.18,5075240.044,4428998.021,2830225.989,2730754.659,2502423.943,2069667.407,881997.9789,3081258.023,2455337.796,9050558.872,2744564.06,1657380.169,3178417.299,3036001.18,3448853.794,3204531.547,3685629.06,3172790.994,3615097.138,3255234.149
p4028,765.5292231,12.39331697,C43H76NO8P,PC(35:5),6,Lipids: Glycerophospholipids,Glycerophosphocholines,642217.1791,0,119733.9387,135173.7807,208413.2697,107333.2011,112050.9071,163620.3427,221897.3295,0,0,132254.7374,208563.3584,0,199441.8929,0,0,0,134430.8632,193189.5578,0,63598.86283,130338.2727,0,79669.91842,466624.1386,199013.2593,284182.4468,768578.3659,474271.0356,144355.7159,102287.7772,179007.1719,193884.6148,143406.0269,0,75373.45702,0,0,105028.4328,135030.6773,116526.6493,50880.42639,0,92827.29516,72652.90218,40897.27258,74986.75664,93075.71849,67657.08264,44368.96109,37709.78626,52198.16196,0,0,0,50642.21901,0,56783.00572,85976.19354,182046.4085,170979.9645,405534.1482,405040.6284,337931.1677,138882.967,112421.3006,136064.8312,173610.5943,220994.773,213594.5409,191794.2901,158062.8027,140678.6397,140971.1617,140888.2876,136460.0908,0
p1130,768.4919436,8.886488029,C42H73O10P,PG(36:5),6,Lipids: Glycerophospholipids,Glycerophosphoglycerols,4904602.232,3067720.419,2705472.394,1847067.255,3684037.26,2151820.189,2735496.799,3115879.067,4062721.508,3616737.974,3528580.288,2397005.523,4124993.725,4319892.409,4276102.672,3181040.74,2759611.069,2203471.544,2308730.701,2265202.977,2645918.611,2215372.42,4498173.797,3314935.146,1367818.435,1310382.104,441511.9135,1658133.236,2241840.02,949453.1913,957868.2436,360367.9698,777924.9325,2034175.805,525463.8758,3144695.171,3153517.404,4684297.672,3943643.38,3018141.654,5013097.055,3930102.593,1596957.244,3214957.253,3514349.442,4599926.886,2465196.751,3562123.709,1761314.307,2799427.373,1976615.261,2770986.09,3489474.684,3956049.386,4386856.986,4431346.728,3282394.712,4786728.652,1719404.765,5027094.092,730820.5671,327775.5537,1172117.22,1677458.234,852146.7586,423111.3434,418149.0974,396550.4671,1375216.636,614280.9741,1655948.493,1777002.213,1774828.983,1794948.873,1887867.628,1787338.491,1784374.805,1707197.982
p710,769.5269666,0.788401966,C42H76NO9P,PS(O-36:4),6,Lipids: Glycerophospholipids,Glycerophosphoserines,523346.5365,1477010.379,1553533.755,1684702.093,1093660.15,1536572.102,1218647.721,1320902.733,842043.7146,1048044.091,1774860.576,2051289.079,758111.9871,1237658.135,1658281.966,986025.6394,878184.5871,1089592.007,713135.4744,1093281.417,1447761.902,1398505.634,802797.4133,1022699.097,1710456.136,404031.4919,546082.4379,433479.0319,258367.4381,188869.7721,592699.1169,860957.5988,962330.3326,831424.2586,381220.3907,1456263.599,1357558.408,1294185.989,1465180.911,1525460.718,1311497.795,1340866.627,1798252.106,1524940.203,1628654.697,1325599.657,1676745.926,1703113.596,1805421.68,1718335.855,1250250.696,824382.6954,1158926.242,946857.5098,1012258.614,1042699.806,934675.2075,1187364.167,1435444.795,1180717.55,490918.8499,712783.76,686749.6905,487917.9556,140742.0129,873174.9203,592214.4553,2584938.686,366940.1421,308283.0085,906207.319,956592.7627,860535.1218,917523.6186,930186.9104,953531.7545,882229.6147,1064908.784
p363,770.5074826,9.686532932,C42H75O10P,PG(36:4),6,Lipids: Glycerophospholipids,Glycerophosphoglycerols,6566877.022,2872210.294,2258608.753,1250578.966,3528864.293,1894980.102,3206646.255,3655090.995,5483225.987,3475761.139,2761798.708,1827523.284,4386130.407,5032811.081,3615049.755,5502607.708,5118801.343,3620966.701,3237593.963,4552983.465,3819752.834,2753245.564,6977346.532,6359073.636,1532609.583,2698895.174,1210505.488,2962163.337,3729986.433,1498115.775,2821549.406,1294001.366,1488833.239,2862274.389,1497125.806,1575543.659,2066350.771,5167218.708,2881514.145,2066202.405,4525077.804,3608043.952,1043536.286,2782106.985,3424393.048,3705780.406,1445143.014,3933768.251,1654899.371,2828436.901,1612500.258,2926097.817,3522456.364,7033379.917,5410386.905,4734920.01,3982403.689,6971813.759,2138279.502,7727186.973,1121088.855,571451.7953,2044987.986,3362281.973,1303473.799,736693.9807,862860.4313,1042052.363,2694361.906,1069841.313,2062429.439,2093850.732,2053558.364,1932184.234,1757287.457,1657996.354,1496822.556,1443197.173
p1425,777.5681524,0.713861707,C45H80NO7P,PE(P-40:5),6,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,162386.6568,0,0,0,0,256529.9447,0,0,0,0,0,0,0,0,0,0,0,243860.2327,394980.6021,0,0,0,131536.6698,0,0,597557.3799,181730.6099,599778.7036,594594.5153,1079198.749,631001.901,203548.4318,400482.1065,667033.0545,800290.0314,0,0,0,0,100137.3186,0,0,0,0,0,289593.3971,0,0,0,0,269744.6283,363181.7998,248754.8044,0,148200.6532,344805.2809,275852.3925,191045.5909,0,0,847745.6532,368696.3742,507463.0146,963281.3185,977333.8392,674671.4828,389603.1539,0,1034777.258,1165575.594,120410.6306,80101.63024,245369.5745,83263.0764,183121.0737,0,174990.4854,173773.6293
p3071,781.5607293,11.95402776,C44H80NO8P,PC(36:4),6,Lipids: Glycerophospholipids,Glycerophosphocholines,1066550.348,387343.4768,277509.5379,235553.8685,441231.5607,214936.624,393455.863,275275.479,991637.1745,612595.4546,469635.6704,361397.3479,1530024.699,1795226.694,738252.7442,1073803.789,1830905.428,810291.0354,500865.7985,0,554164.3565,357375.2303,1173527.31,1438735.376,164636.5669,0,0,175784.9771,0,0,0,0,79172.80537,0,212353.0836,111404.0727,202079.3631,636383.1006,369778.0609,221054.9285,547985.0417,388964.7211,100051.7402,303684.9673,302935.9127,296476.6476,132855.055,389882.8979,112103.4468,193063.5121,84409.63584,190857.3939,161797.4259,517521.6665,481468.3501,324256.3096,229005.9647,425842.7697,104359.7064,540533.2316,74130.45312,50473.49625,0,0,210845.9067,0,80156.09931,0,86203.65053,80611.29065,0,0,0,0,0,0,143885.1009,179232.2863
n1987,819.5997864,12.15479231,C44H86NO10P,PS(38:0),6,Lipids: Glycerophospholipids,Glycerophosphoserines,18399.24329,4274.763401,0,0,0,0,3271.383495,3314.441793,9673.454292,0,9806.309113,8040.965382,27220.38507,27366.23037,14488.57452,61610.39816,105208.3458,62638.67073,34969.36793,70229.18983,31623.53197,34395.07204,42580.29438,61791.50436,12191.68618,529057.0377,403290.2194,236741.9274,664473.3518,575445.075,162912.8581,169631.7914,158317.6661,148345.3771,188900.1776,0,6973.091115,6346.512496,0,0,5034.525094,6943.846695,0,0,2707.889275,2205.413124,0,5321.18576,0,0,12783.97614,21231.52127,18459.78467,43951.42809,28510.32728,22109.09678,28128.61737,38320.97788,10290.31842,39907.86658,146151.6737,160392.1919,409078.3672,299260.7554,404688.7254,116286.5913,180797.2458,28737.34091,76855.55519,302623.7945,110998.6053,88503.62218,66089.74956,62441.17825,50548.61847,44578.21697,49284.16712,46738.62703
p2862,819.6002165,11.46293557,C44H86NO10P,PS(38:0),6,Lipids: Glycerophospholipids,Glycerophosphoserines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33022.98567,46296.54304,23015.89101,24790.26949,0,0,19790.98701,37719.65127,34320.90519,0,685249.312,395613.6195,1522202.179,912747.3358,340557.7149,299125.7154,260592.823,552085.6568,413667.9438,331630.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22460.85472,23781.53833,0,0,0,0,28314.91016,755394.2379,496503.3019,465232.7099,1729455.418,1763728.76,396716.4179,593287.4912,100783.5494,286521.093,1002592.011,135670.4243,132255.5435,105788.9323,94433.74066,85866.21431,85826.47712,96804.32713,97358.69267
n363,821.5212198,0.703255276,C45H76NO10P,PS(39:6),6,Lipids: Glycerophospholipids,Glycerophosphoserines,848250.6126,2406812.642,1892093.602,2251129.753,1788326.63,2046184.233,1794812.301,2051637.028,1557786.899,1786691.421,2566662.316,2537788.438,1504510.77,1704062.008,2604607.309,1263953.81,1603084.027,1882227.629,1287467.344,1730927.126,2228962.651,2847386.299,1590813.403,1248515.262,2263735.953,695744.6945,1188129.256,891183.4143,565266.526,435094.1174,1138609.607,1542515.678,1478366.074,1142984.116,785259.5108,2432632.681,1938033.643,1653836.406,2446585.052,2372720.773,2092403.921,1914708.626,2767169.081,2203694.637,2324316.815,1898494.475,2960259.762,1760282.86,2785125.034,2136359.092,2439256.227,1996976.79,2193618.274,1746513.477,1929386.032,1815886.407,2019433.62,1728467.94,1918432.404,1750369.556,1001344.035,1222815.307,983926.293,813680.1306,292666.2872,1359460.757,969193.6427,2683047.766,779373.9538,594760.5949,1627317.296,1861864.164,1702411.194,1613166.098,1855351.308,1647603.079,1851521.041,1520267.296
p810,825.5881321,0.705395558,C46H84NO9P,PS(O-40:4),6,Lipids: Glycerophospholipids,Glycerophosphoserines,693314.1672,1132198.488,1152223.488,1201055.768,1062008.453,1088883.992,942840.9381,1145332.002,814190.9366,1053022.384,1178165.722,1443379.086,763464.4769,1111022.851,1563645.835,822649.392,949178.8973,1002744.08,682478.3488,884859.9333,1410933.838,1274984.523,856292.7342,882806.105,1162355.874,461899.8305,713397.4297,582746.7333,414794.6579,345593.8488,747924.1832,711315.6877,1024256.289,736389.0204,542486.1743,1369715.255,937716.1634,1042392.066,1235417.64,1298306.756,1125388.75,1021195.069,1234511.01,1214588.145,1321506.46,1179175.324,1326578.426,1531799.827,1086041.161,1295415.335,1308383.095,732836.6675,1075169.08,1002085.891,906942.2365,904861.0727,863912.5469,1113734.953,1333916.461,1230972.744,669696.128,617969.3464,588041.0455,670758.5688,337447.6169,879060.2189,677335.6706,1788355.524,665877.4095,446095.8092,715915.4299,895685.8497,821241.3837,849950.385,918961.5066,860784.1177,873529.0067,905987.3398
n1215,382.2121743,3.152637394,C17H35O7P,[PA(14:0/0:0)] 1-tetradecanoyl-2-sn-glycero-3-phosphate,5,Lipids: Glycerophospholipids,Glycerophosphates,50293.2209,72379.16047,65367.07915,35576.22628,68826.21064,61124.51175,94856.76473,115133.6834,99745.841,97300.25061,53678.48337,102088.8324,90471.09011,86527.32498,88095.34564,91154.57176,135391.3083,98529.02889,48308.29208,85226.37016,55112.49552,88491.35671,39038.98464,89974.1777,94115.07002,14454.03748,34433.23887,6364.839511,4246.753335,2731.796035,34241.11056,32935.86799,5638.053373,2699.499438,7313.142931,76168.84851,94905.74585,84561.60807,80968.61513,93419.24242,84368.95113,114992.2003,75526.73977,107155.8398,104787.7734,48472.71042,78954.68027,63822.02307,93897.49931,76567.29207,73720.65623,93470.51337,105718.2632,86959.81762,109542.1759,31504.38287,56361.62108,36932.02143,97817.32636,58439.61865,9043.594408,26702.27789,8437.20657,5828.710286,3198.671719,12588.19538,16173.9232,25166.92627,5204.081269,3301.083714,40404.40751,61389.11575,59784.45659,71255.79244,62509.81859,57584.0945,73070.97413,67447.33041
p2292,392.233637,4.934985065,C19H37O6P,"[CPA(16:0)] 1-hexadecanoyl-sn-glycero-2,3-cyclic-phosphate",5,Lipids: Glycerophospholipids,Other Glycerophospholipids,68622.94323,73023.00194,51474.44699,130345.2864,105980.3479,40120.15076,42842.5538,44828.18847,53269.25649,58868.21513,37024.9352,49428.39687,77095.22763,45196.32049,38078.6741,36731.44009,78836.29477,59692.85008,34825.75698,43650.54277,37458.56872,86515.73101,30775.58714,86391.94241,31343.81107,29734.80753,129111.9519,54447.51498,30265.91893,64535.73973,29707.23382,139660.284,65279.33356,22052.53781,51673.71572,46676.94504,34880.46404,25463.75405,32833.58452,60072.85344,41268.30716,45528.73054,43836.82388,46699.86204,36966.56417,32694.80394,60485.66564,52112.59449,23611.35633,19337.6246,39205.74472,93276.45899,40055.44186,52754.57091,24722.21879,25281.38048,113378.0465,38378.7275,65632.75962,25790.8275,46415.38068,147825.7492,79780.44468,23990.85083,75527.26591,108062.7419,131414.3758,47586.43537,44710.96358,56491.44164,70693.41949,76996.162,68194.62206,70158.87823,57295.50887,61478.63355,69915.24125,85252.64852
p2525,481.3545654,3.763773691,C24H52NO6P,[LysoPC(16:2)] 1-hexadecyl-sn-glycero-3-phosphocholine,5,Lipids: Glycerophospholipids,Glycerophosphocholines,0,38731.88535,24958.00645,25493.98422,27745.03114,24843.35546,51674.78049,62370.77826,66932.76296,49159.71645,22472.39586,54515.39388,105381.992,45833.64994,42119.86223,27524.49615,74577.26521,53582.27354,52821.48355,81234.31261,18931.43018,54212.94058,53845.0712,90354.17488,29591.34246,33480.04469,131510.6221,77450.84959,37605.40518,71090.26844,39153.21886,111428.5325,55865.6854,45182.27202,78161.23566,0,50345.64849,28056.9712,24285.65844,19461.51382,25195.80045,64459.98933,72134.83923,59127.92351,42666.1097,24565.30216,51689.22317,56412.75147,52845.3377,28409.97591,35548.6037,84063.68995,53497.95262,89158.11145,47005.44119,22483.15764,58858.40819,40297.80229,79310.23005,42574.6717,31510.5814,113573.7058,82316.01627,37415.63177,70655.93293,49157.96293,98411.52554,64079.61046,47597.63716,72607.74411,56321.93764,58966.27413,57260.23324,63278.3456,53280.99003,59632.61147,44196.7797,55553.49555
n1221,661.4680583,9.292095073,C35H68NO8P,PE(14:1(9Z)/16:0),5,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,447759.6824,176957.3072,138035.7487,118372.7133,213518.6794,116324.1964,138684.5599,199963.0897,317169.8251,177321.9451,148817.9797,100904.3638,381024.7508,362511.5497,305784.6626,153260.9907,178959.3073,128156.2567,168776.8595,191227.7069,95364.23496,72179.4916,178752.9243,210056.7062,47556.1026,121425.5723,39290.15221,151576.2322,288217.4399,80609.85784,83132.74042,42680.69941,121839.1785,128640.5262,59532.93169,114733.5943,142190.9646,282173.6056,217615.6396,171452.2332,218843.2969,203276.3005,83340.47389,147684.2023,170643.972,146775.3531,82202.16963,213676.6325,94147.99341,119140.4291,54342.18281,72256.37907,83129.29138,164922.3862,102007.4791,103427.2217,90813.9611,138594.73,44260.6605,147155.3776,51678.53998,47792.72517,99900.4088,227641.6406,97809.83991,45254.39152,66486.2945,33592.27023,151647.7338,64238.3068,142021.2975,130836.1814,108389.0002,71105.93363,87175.78094,80360.23305,69338.14321,67862.18211
p3724,675.4839285,10.0078774,C36H70NO8P,PE(16:1(9Z)/15:0),5,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,120045.889,75257.31598,60220.87167,48200.44472,101902.1608,42468.0692,91242.69166,106398.8626,200639.3182,86665.83141,53419.17951,49347.74061,262256.5667,180822.2674,102208.1852,129769.3343,259875.683,138610.9077,186050.3081,208289.8445,69026.40404,78659.48561,166083.5087,253491.5837,24227.65702,331051.2663,232071.4609,414207.4701,536031.6383,184890.1396,180899.476,180899.9222,230034.2311,224017.3807,163235.3015,39940.01924,157775.1514,141654.0826,110526.4285,56957.92718,85245.40294,191762.2494,52005.15743,125200.2777,75304.80274,55807.96314,51165.24412,103551.0944,32581.48121,41277.41838,53677.28431,189303.9486,85535.16569,251423.3791,136649.3027,83565.84668,136419.8701,168640.7283,50029.35065,155745.5751,150505.9565,220636.9,279346.0434,481879.186,347041.3764,164748.7868,225874.3132,75027.41021,252953.4646,204619.0506,111889.5824,97135.26524,101382.4347,85353.91321,76468.60121,77225.10941,66822.6504,71879.16883
n131,687.4840195,11.0969342,C37H70NO8P,PE(18:1(9Z)/14:1(9Z)),5,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,441494.3108,187429.8936,148661.4232,145275.0711,211984.4712,120475.6073,109805.374,151322.2,248548.7334,154478.9013,79174.58444,45337.88576,206588.406,302233.1401,104875.2027,90325.15357,83407.97629,71587.34977,316152.3276,141525.0302,106763.4208,72353.93319,243623.8165,244485.671,57314.94061,97169.40308,15656.0785,94973.65345,213333.7536,57763.85137,53807.24565,20945.9854,53820.09432,114369.8579,30442.41531,112751.3406,169630.8937,222600.1402,191416.672,165595.3433,115904.1085,45382.37274,35658.12312,62191.79727,42366.5707,113211.7543,68100.2981,157489.672,138556.2436,90597.09396,43389.4983,53146.08275,53064.7833,100487.7127,75261.75145,69368.93229,53983.35827,108724.0765,32193.76118,87148.89963,31960.08621,22209.40666,63604.33166,122966.0481,52955.17565,23765.52467,27204.86785,16897.8466,46921.63882,25651.88374,46986.14507,109470.8527,21236.99046,22024.76686,27492.84611,26567.13603,15320.23973,86144.25567
p3245,687.4844812,9.880647878,C37H70NO8P,"[PE(16:1/16:1)] 1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine",5,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,3667577.061,865683.766,750000.7921,626275.3816,1267964.489,511885.5689,553197.9457,793920.1229,1492018.698,869252.3889,781144.2275,428383.6519,1887842.529,1806471.642,1438057.2,692480.2839,699668.6677,460538.7798,1928594.321,631836.1145,417129.1424,281394.6681,1138184.022,969934.7702,222951.9504,520908.8606,90705.55648,525133.0069,1305519.4,238215.5519,244952.0878,71767.66645,226797.7785,606136.2281,150535.0258,641699.4676,726075.7081,1458829.224,1034088.793,764834.7036,1009776.299,796699.3374,260143.3575,493326.3684,653743.304,689123.2711,323942.1092,763244.4523,775487.8739,469991.0707,203531.2963,263558.0944,285049.2399,516254.0683,447910.8974,431159.6324,276805.4018,633784.8897,168735.7837,506719.5771,127982.9704,66384.24205,350927.3334,704182.0935,228457.6725,74905.74695,106216.4875,71741.60764,339604.6642,127852.9072,446907.7396,408143.5645,325843.2735,298165.2749,281813.4835,265047.3163,234976.7416,258116.2325
p339,733.5634474,10.99352859,C40H80NO8P,[PC(14:0/18:0)] 1-tetradecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine,5,Lipids: Glycerophospholipids,Glycerophosphocholines,8603438.606,1591281.55,1123637.242,1051512.208,2802480.045,862087.4499,1047649.095,1759375.858,4393908.442,1845413.977,509330.3856,491693.9784,2149821.721,2188829.856,1606776.072,1912060.107,3376161.963,1524354.474,1539236.936,3063397.199,509512.0275,305246.1651,523665.1233,869735.8245,184202.1328,1968868.613,1094632.406,609664.4328,3904513.149,1674402.553,435207.3018,222938.8942,325158.7925,446779.1209,379345.3413,290844.7671,555329.7734,2038586.271,1069828.516,812615.7075,1009913.531,778700.5184,337822.8262,445636.9295,607722.1366,500280.1618,220089.6091,768190.6696,387173.8113,578439.9786,142103.2332,243875.2838,216810.6998,1056389.553,512859.8609,337390.2524,259378.0748,914025.5178,141595.0067,942341.4164,254127.6739,196269.566,1646087.206,836266.7515,606242.3067,157882.7906,226082.2116,64420.60074,206654.9763,507000.9075,1154828.957,756482.8304,547676.7807,435369.549,356893.7265,329836.1795,260673.6164,220477.2911
p1630,742.4765123,9.380663463,C40H71O10P,"PG(16:1(9Z)/18:3(9Z,12Z,15Z))",5,Lipids: Glycerophospholipids,Glycerophosphoglycerols,522730.0588,357019.7259,297553.4465,195818.3627,442641.5992,221964.798,283005.0388,298346.7137,411313.6062,294158.0244,191411.0457,149653.4839,498168.1403,377190.765,437399.5624,245297.7868,182257.6243,175763.9957,229594.5347,202466.1538,216937.262,146415.6775,341803.3742,279877.0815,96577.54384,183529.8497,45022.21933,230340.0786,311369.9411,137968.3903,165763.2005,37669.79168,126691.4517,234891.8214,72211.67502,289731.7522,326422.7691,518680.3582,416173.3039,317307.7941,451754.6038,370582.9354,138747.8038,268830.3673,332432.569,412419.3352,178731.9794,349056.2473,173685.5082,282317.3452,117472.1878,151402.8432,221297.64,231790.153,241566.6514,258566.9249,181517.0698,304524.1344,98041.73799,311043.2434,80087.16713,57362.29679,175439.4704,232048.1401,90922.75434,67483.96965,55820.63432,76315.73786,200733.2988,66942.45702,164249.4138,154618.4793,152822.495,153602.7495,141299.5377,143933.6875,137051.3936,124316.7031
